comment_id,username,nickname,comment,create_time,avatar,total_reply,replies,aweme_id
7418420315850457862,moriyafirefox,モリヤ・fzn,hurunk gini geysss ✨,1727235593,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d47582eaf13f2fc4d80e6197d4cc2f19~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0ac62642&x-expires=1755838800&x-signature=5G3nEH1Hj9WrwGG0AYmZHjYxVy0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418351039286182661,haekalrinaldi,Haekal Rinaldi,yochaaanng 💖,1727219458,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/694f7afca1a336ad1a9a61cf960b2729~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c1246149&x-expires=1755838800&x-signature=CCL6RgNDZaA2AJ5hPNUqjSXKwAI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418385656126292742,arfin_hosino,Arfin Adhipradana 🐻,ahh lucu banget mbak bumi ini 🥰,1727227518,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2388fa66c2409ae48ce83247606e91d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5266a876&x-expires=1755838800&x-signature=S6ObdFvTDqx47TXxLy5rhqTMHnY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418430545748673287,ihan_raihan28,ihan Raihan,🍀🩷✨,1727237963,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8eab128d3bde35b69b08b286e68b6056~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a967ddac&x-expires=1755838800&x-signature=3OjaWUObVPZSwsK6wkdoxkGUZBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418388381934158597,kecoa.karbu,-Coro-,lucu terus,1727228157,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/6084a2e987b3d8afd1993dc0e3786f28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=71b6d564&x-expires=1755838800&x-signature=mHQLIXducChGOuUCCqhHi0FqCvQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418493767806288646,xxla.y,lalapowh🧸,My oshii🥰,1727252696,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb43f2b5b3f64fce89b9fec9f0f9ba03~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1bd87fc2&x-expires=1755838800&x-signature=9UBTZ4SMeuqvMAJsIg%2BesrxyJxU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7419180041295266565,iamanna_002,Anna🍇,Haloo😁,1727412479,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/16c8ab76e783d0eec3abb1ee52aeddb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a2a25b7&x-expires=1755838800&x-signature=mvbZZUTL73MJe2%2BTgiTPDDtaW6U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7419190192664232709,genera308,SPENDER_Delia,Halo kak🤗💕💕,1727414845,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/25aa88b50f5da2ce4b5d7f07d1fee685~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=782a1468&x-expires=1755838800&x-signature=Zfy3DTIE0TxiL7dasHd4LabEWWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7419334072864015122,lily_jss,Lily,Hey cntk follow back sy 🥰🥰😊,1727448330,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e9da5ddc3e3a872ddde5d9c721b314ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e4c08868&x-expires=1755838800&x-signature=3KZry9KtCyb%2BsFyltJyaFDnUm4g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418491557803131654,sudesnusap,Raenand,@hyungseokk11 katanya mau nonton gochi,1727252188,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e22183980e38009863f3d807ff07c0ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6713da9f&x-expires=1755838800&x-signature=vROu8iCcW0RMWmA2MAnZdtDbz%2Fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,2,"[{'comment_id': '7431441988999971590', 'username': 'fall.for.yo', 'nickname': 'fall for yo', 'comment': 'ditunggu:3', 'create_time': 1730267434, 'avatar': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6568d61520850f217b4d4aee40a79ff1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcd7b31b&x-expires=1755838800&x-signature=pw37gdc8cAlcpqH1QlYsMYosvs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my', 'total_reply': None, 'replies': []}, {'comment_id': '7419153469528113925', 'username': 'hyungseokk11', 'nickname': 'Parkhyungseok11', 'comment': 'gasss', 'create_time': 1727406296, 'avatar': 'https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9fd00a5e87c6192f002bb726f5c033ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=71f818ae&x-expires=1755838800&x-signature=o3ZF302E9AOg%2FqYr2gaQZ9aq9ZY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my', 'total_reply': None, 'replies': []}]",7418294751977327878
7419994842392331025,newworld_778,newworld_77,🚂🚂🚂🎁🎁🎁,1727602191,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c561cda61d019e3662504a5d3e33360~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d98315f1&x-expires=1755838800&x-signature=OOWV5y%2FjJwQIJrv%2FNJoYqxL%2BT9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418486523685716741,lhnkismael,bremen,♥️,1727251011,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fa3dcead2afc4151d588f78cf83618e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b49d81b&x-expires=1755838800&x-signature=coBgDhq1DL8MLJYzJQMXvBfIrMA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418542111111742214,kujwu,Kuju,mode buah naga 😳,1727263950,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ceba6389e2851632afd7f202c88db569~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ae331fa&x-expires=1755838800&x-signature=WVNR3mHJEMjOLHvWF7tyEszzf%2BU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7419180036514120453,iamanna_002,Anna🍇,"🔥Sya sudah mengirim psan pribadi ada ide yg menguntungkan kk nya , 🔥sya tunggu tanggapan kk nya ya☄️🥰",1727412482,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/16c8ab76e783d0eec3abb1ee52aeddb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a2a25b7&x-expires=1755838800&x-signature=mvbZZUTL73MJe2%2BTgiTPDDtaW6U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7419727908501357318,_dubito,Dubito,"""hari ini rambut nya warna apa kak yo""",1727540033,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a5e2fb8a4f885f9a1471d51e1a0a69cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3f014e9d&x-expires=1755838800&x-signature=fBpkXQ%2FES%2BbRcLhazRwyxhcxWOo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,1,"[{'comment_id': '7431442613130281734', 'username': 'fall.for.yo', 'nickname': 'fall for yo', 'comment': 'HAHAHAHA 😭', 'create_time': 1730267588, 'avatar': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6568d61520850f217b4d4aee40a79ff1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcd7b31b&x-expires=1755838800&x-signature=pw37gdc8cAlcpqH1QlYsMYosvs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my', 'total_reply': None, 'replies': []}]",7418294751977327878
7418543439006647045,yustinusadi6,ADI WIBU🍫,mirip freya jkt48,1727264257,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b57f185915ce4a08367953ffed485e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8a27f4db&x-expires=1755838800&x-signature=zzWEbTeGZr%2FTflKEwNRPAubhOVU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,1,"[{'comment_id': '7431442575272231685', 'username': 'fall.for.yo', 'nickname': 'fall for yo', 'comment': 'aamiin banget 😭😭😭😭', 'create_time': 1730267575, 'avatar': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6568d61520850f217b4d4aee40a79ff1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcd7b31b&x-expires=1755838800&x-signature=pw37gdc8cAlcpqH1QlYsMYosvs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my', 'total_reply': None, 'replies': []}]",7418294751977327878
7418321561776423685,nemo0.14,Nemo🐟,gasss pink lagi kak lucuuuu🥰,1727212596,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0ab572427ba94e908d6e5a768c621ebf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=321a38a3&x-expires=1755838800&x-signature=yLQ0xQO7YC%2FXVzNmCpFMKUd%2Fl04%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,1,"[{'comment_id': '7431442530883863302', 'username': 'fall.for.yo', 'nickname': 'fall for yo', 'comment': 'maaciw pujiiii maw bgt kapan2 😖', 'create_time': 1730267563, 'avatar': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6568d61520850f217b4d4aee40a79ff1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcd7b31b&x-expires=1755838800&x-signature=pw37gdc8cAlcpqH1QlYsMYosvs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my', 'total_reply': None, 'replies': []}]",7418294751977327878
7419196310366094085,anakkurangpiknik,anak kurang piknik,Pinky girl🫣🥰,1727416265,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/2967a3230c9a6352e79b3e30b84eaa4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5cc86e1d&x-expires=1755838800&x-signature=7xx%2FFW%2F68iZFNd3HgPXyxoPkGjI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418429285827183365,aarachman,Amin,menyalaaaa,1727237688,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1394671971553c8fe734b920a64c8954~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=41c3a0f3&x-expires=1755838800&x-signature=ib0jE3TDaa1Hsi7X%2FI3jeFjimE0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
7418336105004598022,ram.anakbaik,ram belum gila,ihhh lucu kaya gulali :),1727215979,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0e8dc9158fb8f963c6fc911458563fd9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f57b5cbb&x-expires=1755838800&x-signature=7s4PFjj8KxFKH7s0tN54SpcN%2BMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,0,[],7418294751977327878
